Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance_%,Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Lab_Score,Extra_Credit,Study_Hours_Per_Week,Total_Score,Grade
S7281,Ahmed,Martin,student6281@university.edu,Female,25,CS,57.48,31.63,93.39,58.68,79.38,64.64,27.99,78.15,9.59,2.8,62.603,D
S7282,Liam,Johnson,student6282@university.edu,Male,24,Engineering,95.93,60.66,61.65,72.22,60.81,63.97,17.03,38.28,5.97,16.8,57.3895,F
S7283,Lucas,Jackson,student6283@university.edu,Male,23,CS,64.06,90.13,88.81,55.93,95.08,98.79,32.73,92.33,9.83,10.5,79.902,C
S7284,Fatima,Wilson,student6284@university.edu,Male,24,Business,76.46,99.91,82.75,80.01,76.65,30.48,30.79,38.52,8.05,16.6,75.998,C
S7285,Ali,Clark,student6285@university.edu,Female,22,CS,54.96,48.03,54.31,63.97,76.84,84.8,87.47,33.95,7.92,4.9,60.2645,D
S7286,John,Martin,student6286@university.edu,Female,18,Mathematics,91.18,62.71,69.99,82.48,62.25,60.71,36.19,61.35,3.92,14.0,64.9935,D
S7287,Nora,Williams,student6287@university.edu,Male,25,Business,78.73,74.68,45.37,70.94,67.77,50.3,41.0,77.83,9.71,10.5,60.2055,D
S7288,Lucas,Brown,student6288@university.edu,Female,25,CS,85.85,34.02,50.75,48.7,61.13,23.97,76.21,73.28,5.83,18.3,49.6315,F
S7289,Aisha,Taylor,student6289@university.edu,Female,19,Mathematics,73.36,49.73,45.72,51.67,78.36,99.98,59.58,80.89,0.31,18.0,56.7365,F
S7290,Sofia,Anderson,student6290@university.edu,Male,24,Business,59.34,43.95,55.8,99.48,41.62,95.55,72.47,90.31,8.71,11.7,63.3515,D
S7291,Emma,Thomas,student6291@university.edu,Female,23,Business,89.99,41.59,95.6,57.36,89.68,20.19,47.42,46.88,7.86,6.4,64.745,D
S7292,Noah,Garcia,student6292@university.edu,Male,22,Engineering,73.87,76.38,32.16,51.22,73.35,46.63,46.0,77.7,9.66,17.1,54.5775,F
S7293,Emma,Lewis,student6293@university.edu,Male,19,Business,88.88,50.73,85.9,44.17,57.94,19.25,22.61,80.97,3.28,18.1,58.144,F
S7294,Maria,Wilson,student6294@university.edu,Male,18,CS,81.48,48.54,57.23,55.13,45.98,86.42,81.38,77.02,3.43,1.6,58.4815,F
S7295,Ravi,Thomas,student6295@university.edu,Female,24,CS,81.79,90.25,80.83,71.72,43.98,18.89,12.32,35.05,3.42,2.5,65.8965,D
S7296,James,Lewis,student6296@university.edu,Male,24,Business,89.02,60.43,54.68,84.06,99.26,17.63,35.75,78.49,0.96,2.0,62.4275,D
S7297,James,Clark,student6297@university.edu,Female,21,Engineering,53.22,75.16,70.6,62.38,66.37,71.19,68.71,78.69,2.37,7.4,70.329,C
S7298,Ali,Davis,student6298@university.edu,Male,20,CS,97.32,43.64,71.98,71.85,98.47,40.84,14.01,90.49,7.31,19.3,61.096,D
S7299,Noah,Harris,student6299@university.edu,Female,20,Engineering,90.19,49.99,68.27,54.95,47.11,85.06,33.01,31.04,9.62,6.0,55.038,F
S7300,Fatima,Robinson,student6300@university.edu,Female,24,Business,81.46,76.92,35.95,51.27,88.99,75.35,15.14,87.87,4.83,1.7,56.2795,F
S7301,Priya,Davis,student6301@university.edu,Female,24,Business,78.0,95.59,98.27,56.94,70.17,56.74,20.41,98.08,6.06,16.8,78.7185,C
S7302,Ahmed,Lewis,student6302@university.edu,Male,20,Engineering,53.7,48.12,57.81,71.12,81.52,71.88,47.66,34.67,8.6,2.5,58.2865,F
S7303,Priya,Smith,student6303@university.edu,Male,25,Engineering,96.67,58.32,36.86,70.52,61.04,32.62,36.01,77.36,7.95,6.6,51.42,F
S7304,Ali,Harris,student6304@university.edu,Male,19,CS,95.11,33.85,44.42,67.74,95.1,52.28,10.78,85.82,6.88,11.3,49.4425,F
S7305,Aisha,Wilson,student6305@university.edu,Male,19,CS,67.77,55.03,50.08,99.81,64.25,43.26,44.29,64.72,6.52,11.1,60.006,D
S7306,Sara,Smith,student6306@university.edu,Female,23,CS,71.77,96.46,33.74,98.62,51.18,17.63,36.71,49.54,2.97,18.5,61.1775,D
S7307,Ali,Johnson,student6307@university.edu,Female,25,Mathematics,74.19,76.06,73.58,89.19,50.35,58.47,43.17,58.4,9.77,10.3,69.663,D
S7308,Ahmed,Jackson,student6308@university.edu,Female,18,Mathematics,68.97,46.9,92.02,53.19,63.56,91.69,19.18,93.98,6.65,10.0,64.867,D
S7309,Zara,Wilson,student6309@university.edu,Male,25,Business,51.17,39.69,54.45,80.93,97.47,89.38,77.55,92.04,0.86,17.3,64.97,D
S7310,Aisha,Harris,student6310@university.edu,Female,22,Business,72.47,36.91,64.86,50.19,45.59,34.48,24.14,42.75,4.4,10.5,47.0485,F
S7311,Emma,Martinez,student6311@university.edu,Male,18,CS,93.31,40.27,32.6,41.16,52.0,81.41,10.51,78.6,9.72,16.1,40.273,F
S7312,James,Walker,student6312@university.edu,Female,18,CS,51.13,77.98,85.62,59.75,75.31,36.78,17.23,36.08,0.38,16.9,67.0405,D
S7313,Ali,Smith,student6313@university.edu,Female,23,Engineering,77.66,37.73,38.26,54.46,99.58,84.81,56.69,33.3,1.62,4.1,50.612,F
S7314,Zara,Martinez,student6314@university.edu,Female,22,Business,89.36,44.18,77.63,87.5,50.46,75.04,74.75,97.92,1.26,13.8,68.628,D
S7315,John,Martinez,student6315@university.edu,Male,21,Business,64.1,30.47,34.98,74.83,75.58,20.95,45.75,47.97,4.79,1.6,44.915,F
S7316,Aisha,Brown,student6316@university.edu,Male,22,Engineering,76.2,79.65,66.36,75.15,55.93,99.54,91.21,78.21,8.65,1.5,74.6945,C
S7317,Ali,Walker,student6317@university.edu,Male,25,Engineering,51.94,43.18,44.49,88.9,47.35,66.22,55.85,62.99,5.57,2.7,54.2575,F
S7318,Emma,Lewis,student6318@university.edu,Female,24,Business,84.39,44.2,70.76,49.11,52.76,16.4,26.49,76.03,9.0,17.8,52.191,F
S7319,Nora,Johnson,student6319@university.edu,Female,23,CS,79.2,82.5,68.23,57.06,84.97,67.28,68.17,47.83,4.38,15.4,70.7225,C
S7320,Nora,Johnson,student6320@university.edu,Male,25,CS,97.35,95.77,31.7,69.85,91.09,31.93,95.72,45.76,2.11,11.2,66.4955,D
S7321,Omar,Anderson,student6321@university.edu,Male,25,Engineering,79.76,87.15,44.63,83.81,95.0,55.14,44.53,44.89,0.9,3.7,66.7025,D
S7322,Omar,Anderson,student6322@university.edu,Male,23,CS,62.17,51.13,84.61,51.04,82.23,48.08,73.38,31.85,0.6,12.1,65.379,D
S7323,Nora,Harris,student6323@university.edu,Male,24,Engineering,77.42,88.3,31.17,81.64,63.61,39.91,65.01,83.9,1.79,3.1,62.7245,D
S7324,Ravi,Johnson,student6324@university.edu,Female,19,Business,58.2,34.51,50.22,70.69,81.3,40.45,97.08,99.74,6.79,5.1,59.1445,F
S7325,Sara,Wilson,student6325@university.edu,Male,19,Engineering,60.07,85.63,42.22,94.97,97.4,44.2,12.54,72.59,7.21,10.2,65.1525,D
S7326,Ali,Davis,student6326@university.edu,Male,18,Mathematics,65.89,54.53,33.43,69.93,79.0,25.04,85.92,80.28,5.27,1.7,55.909,F
S7327,Liam,Smith,student6327@university.edu,Female,22,CS,65.95,49.77,72.05,71.83,91.93,63.42,72.07,53.89,1.68,4.1,67.0975,D
S7328,James,Taylor,student6328@university.edu,Male,22,Mathematics,57.56,49.43,99.78,60.05,65.01,34.89,75.24,63.29,4.58,1.9,70.233,C
S7329,Ethan,Williams,student6329@university.edu,Female,18,Mathematics,63.02,67.51,55.13,49.18,60.14,29.19,39.28,71.36,5.21,13.8,55.763,F
S7330,Liam,Thomas,student6330@university.edu,Male,22,CS,60.52,57.32,57.81,64.89,41.84,87.12,52.15,51.74,7.25,19.2,57.7485,F
S7331,Ravi,Clark,student6331@university.edu,Female,22,Mathematics,67.98,63.02,81.27,64.33,92.47,99.12,99.79,52.64,9.5,4.5,76.5995,C
S7332,Lucas,Robinson,student6332@university.edu,Female,18,Engineering,85.29,78.45,76.4,92.63,81.07,38.16,30.31,65.41,1.9,10.6,72.7435,C
S7333,Aisha,Wilson,student6333@university.edu,Male,22,Engineering,57.69,53.63,89.5,73.26,68.45,55.55,21.14,99.66,3.51,15.7,67.966,D
S7334,Ethan,Robinson,student6334@university.edu,Female,18,Mathematics,58.33,71.99,99.11,43.17,69.11,47.46,92.76,39.74,5.34,13.2,74.753,C
S7335,Liam,Martinez,student6335@university.edu,Male,23,CS,72.11,39.9,95.31,83.19,60.37,57.02,49.13,37.42,0.32,16.3,66.7185,D
S7336,Omar,Lewis,student6336@university.edu,Male,21,CS,54.13,89.48,67.36,69.57,42.29,11.8,54.06,43.2,8.84,16.8,65.3985,D
S7337,Zara,Lewis,student6337@university.edu,Male,23,Business,94.96,77.53,48.17,67.77,60.18,55.53,62.34,84.28,1.09,12.3,63.2415,D
S7338,Liam,Robinson,student6338@university.edu,Male,23,Mathematics,97.33,42.24,63.6,56.52,81.37,83.09,14.64,79.26,0.32,9.5,55.8365,F
S7339,Sofia,Taylor,student6339@university.edu,Female,18,Engineering,80.92,85.24,56.99,73.35,83.45,94.36,97.17,62.07,0.98,3.8,75.293,C
S7340,Zara,Taylor,student6340@university.edu,Male,20,Mathematics,60.46,33.87,94.49,62.38,83.58,42.69,75.0,33.96,8.92,17.0,65.862,D
S7341,Maria,Martinez,student6341@university.edu,Male,20,Mathematics,73.04,92.28,41.26,84.12,79.98,45.93,96.95,51.52,7.15,1.7,70.6315,C
S7342,Ethan,Lewis,student6342@university.edu,Male,24,Business,52.62,46.13,73.73,90.79,61.73,59.19,27.86,51.63,2.79,9.6,61.77,D
S7343,John,Wilson,student6343@university.edu,Female,19,Engineering,79.49,90.66,99.7,76.41,89.74,99.99,80.92,56.82,0.97,3.9,88.943,B
S7344,Liam,Martin,student6344@university.edu,Male,25,Mathematics,67.51,85.13,86.98,56.08,64.27,25.24,78.52,88.54,1.2,3.7,75.7565,C
S7345,Aisha,Smith,student6345@university.edu,Female,21,Business,78.67,64.41,40.82,85.51,96.2,35.93,64.27,43.48,7.97,8.4,61.1925,D
S7346,Sara,Jones,student6346@university.edu,Male,19,Mathematics,77.11,74.69,60.18,58.68,74.94,17.66,45.61,50.75,6.48,6.7,61.004,D
S7347,Zara,Martinez,student6347@university.edu,Female,23,Engineering,61.58,59.89,96.36,96.55,56.19,93.83,83.63,60.0,0.84,9.2,80.0365,B
S7348,Maria,Anderson,student6348@university.edu,Female,22,Engineering,70.56,74.95,50.16,81.69,96.3,15.43,35.86,75.37,3.99,7.4,63.795,D
S7349,Priya,Jones,student6349@university.edu,Female,21,Mathematics,65.64,75.96,60.12,97.42,67.87,43.71,99.14,71.6,8.43,14.6,74.1055,C
S7350,Nora,Jones,student6350@university.edu,Female,24,CS,76.27,35.42,88.99,86.42,53.58,11.43,57.34,74.08,5.89,13.4,63.8825,D
S7351,Priya,Taylor,student6351@university.edu,Male,25,Business,52.08,40.96,78.17,50.35,85.61,57.91,34.42,32.22,8.81,16.5,57.753,F
S7352,Ali,White,student6352@university.edu,Male,20,Business,93.1,52.41,58.67,71.98,84.68,85.94,28.88,36.54,3.97,10.5,58.9805,F
S7353,Sara,Robinson,student6353@university.edu,Female,24,CS,59.57,62.49,67.34,92.12,83.0,59.0,91.25,61.59,6.03,19.2,73.097,C
S7354,Zara,Smith,student6354@university.edu,Male,20,Mathematics,80.34,40.17,84.06,87.14,96.75,74.64,53.97,63.15,9.95,4.1,70.293,C
S7355,Fatima,Martinez,student6355@university.edu,Male,21,Engineering,60.72,41.72,70.11,78.1,40.39,40.36,75.99,67.04,5.56,11.7,60.186,D
S7356,Ahmed,Lewis,student6356@university.edu,Female,23,CS,72.28,90.93,60.96,81.84,64.79,76.86,13.42,59.15,1.74,2.4,67.918,D
S7357,Ravi,Clark,student6357@university.edu,Male,18,Engineering,64.48,95.73,33.27,40.25,77.33,57.89,87.36,75.0,0.51,11.9,63.0645,D
S7358,Noah,Smith,student6358@university.edu,Female,20,Engineering,58.23,90.89,33.76,84.4,64.23,48.95,61.4,45.04,2.97,4.4,62.773,D
S7359,Aisha,Brown,student6359@university.edu,Female,22,CS,51.19,86.85,91.03,88.27,47.06,49.23,52.68,67.7,5.68,11.2,78.0825,C
S7360,Fatima,Jackson,student6360@university.edu,Male,18,Engineering,96.39,59.42,51.28,92.09,45.58,47.36,11.46,63.11,9.37,7.9,55.28,F
S7361,Lucas,Taylor,student6361@university.edu,Female,25,Business,53.26,61.26,97.69,61.48,50.06,16.29,34.17,76.68,1.16,14.7,66.9155,D
S7362,Nora,Williams,student6362@university.edu,Female,21,Mathematics,64.18,33.95,48.79,57.41,46.33,59.89,80.56,62.33,9.47,5.4,50.536,F
S7363,Maria,Clark,student6363@university.edu,Male,25,Mathematics,52.44,57.35,65.89,81.4,80.78,84.7,26.26,92.01,8.23,17.6,65.854,D
S7364,Ali,Martinez,student6364@university.edu,Male,18,CS,60.02,31.82,86.7,75.1,77.47,54.77,63.79,91.82,3.75,5.5,66.6855,D
S7365,Ethan,Thomas,student6365@university.edu,Male,20,Engineering,79.66,59.83,71.03,64.23,83.09,31.44,79.03,99.83,8.52,10.6,68.6765,D
S7366,Sofia,Garcia,student6366@university.edu,Male,23,Engineering,73.9,65.19,61.67,77.59,93.29,33.83,56.56,87.16,8.05,8.7,67.4715,D
S7367,Nora,Smith,student6367@university.edu,Female,20,Business,89.74,53.04,39.98,79.34,59.25,70.92,62.71,85.44,8.3,10.9,57.169,F
S7368,Aisha,Taylor,student6368@university.edu,Male,25,CS,66.13,92.27,56.13,48.55,41.71,30.5,18.74,65.82,3.43,5.0,58.05,F
S7369,Sara,Harris,student6369@university.edu,Female,18,Business,97.5,76.48,43.44,83.62,49.6,82.86,61.63,93.15,5.7,1.3,64.6185,D
S7370,Zara,Smith,student6370@university.edu,Female,20,CS,75.19,88.7,50.26,56.2,74.29,43.47,99.61,93.85,5.25,7.8,69.939,D
S7371,Sofia,Anderson,student6371@university.edu,Male,23,Engineering,64.2,58.91,62.03,62.55,63.0,63.91,19.06,42.33,8.03,11.4,56.237,F
S7372,Aisha,Brown,student6372@university.edu,Male,21,Business,50.85,41.64,66.66,81.03,61.42,77.86,66.61,76.29,7.29,10.6,63.073,D
S7373,Aisha,Smith,student6373@university.edu,Male,18,Engineering,92.31,54.77,90.15,73.82,66.77,84.48,97.66,58.1,5.13,7.6,75.3825,C
S7374,Fatima,Clark,student6374@university.edu,Female,21,Mathematics,90.72,72.27,95.66,88.36,95.23,68.62,68.95,81.75,1.69,3.6,83.956,B
S7375,Zara,Clark,student6375@university.edu,Male,21,CS,77.73,92.84,46.73,44.73,54.57,21.81,32.51,85.86,6.17,18.2,58.03,F
S7376,Ali,Walker,student6376@university.edu,Female,24,Business,95.42,92.24,87.48,55.06,41.58,89.13,90.35,56.31,8.86,13.0,78.028,C
S7377,Sara,Davis,student6377@university.edu,Male,24,Engineering,88.68,85.46,38.04,89.7,86.14,76.49,37.76,56.64,4.29,7.1,65.2785,D
S7378,Sofia,Johnson,student6378@university.edu,Female,19,CS,65.14,56.71,89.74,89.4,93.49,39.85,68.33,36.03,9.16,11.2,74.4855,C
S7379,James,Anderson,student6379@university.edu,Male,22,CS,85.44,80.67,79.67,98.83,45.36,25.22,38.14,58.89,1.81,10.8,71.4485,C
S7380,Liam,White,student6380@university.edu,Male,18,Engineering,93.99,58.54,43.63,71.95,40.18,89.85,46.91,88.86,4.73,11.3,56.161,F
S7381,Ali,Walker,student6381@university.edu,Male,19,Engineering,85.05,66.95,82.07,43.46,81.39,66.11,18.66,43.97,2.97,2.0,63.3865,D
S7382,Emma,Jackson,student6382@university.edu,Female,18,CS,53.36,66.8,79.27,97.83,91.36,21.34,67.55,54.88,2.34,1.9,74.8575,C
S7383,Ali,Martin,student6383@university.edu,Female,21,Engineering,75.48,69.75,36.96,65.08,44.9,44.59,68.33,86.68,1.09,15.2,56.174,F
S7384,Emma,Thomas,student6384@university.edu,Male,20,Engineering,57.99,52.51,61.88,94.58,57.66,40.18,47.67,46.63,5.35,8.1,60.752,D
S7385,Ahmed,Brown,student6385@university.edu,Male,20,CS,73.11,68.44,61.79,95.0,65.39,95.77,47.85,38.72,0.02,16.4,67.9455,D
S7386,James,Thomas,student6386@university.edu,Female,19,Mathematics,65.33,69.34,81.97,71.87,95.84,48.36,51.14,57.76,0.7,19.9,72.7105,C
S7387,Priya,Robinson,student6387@university.edu,Male,24,Business,79.01,61.79,73.56,90.2,43.79,89.72,81.72,94.21,1.01,7.3,72.793,C
S7388,Zara,Smith,student6388@university.edu,Female,22,Engineering,78.21,36.08,66.82,83.93,93.18,77.85,60.48,83.03,2.99,11.4,65.0655,D
S7389,James,Garcia,student6389@university.edu,Female,24,Engineering,91.63,36.55,64.4,57.0,87.24,67.62,77.76,63.99,7.1,17.1,60.088,D
S7390,James,Jackson,student6390@university.edu,Female,20,CS,74.78,38.61,46.51,78.96,95.09,77.6,48.44,88.75,6.56,1.7,58.12,F
S7391,David,White,student6391@university.edu,Male,21,Engineering,64.65,94.99,41.88,99.25,81.67,42.32,70.88,44.54,4.74,13.2,70.797,C
S7392,Lucas,Anderson,student6392@university.edu,Female,22,CS,73.67,46.6,66.28,64.85,41.24,14.31,80.02,32.2,3.96,5.4,55.713,F
S7393,Lucas,Garcia,student6393@university.edu,Male,20,Engineering,98.27,84.75,33.48,82.61,47.55,85.89,20.64,59.52,8.62,18.7,57.7125,F
S7394,Lucas,Johnson,student6394@university.edu,Female,23,Engineering,88.11,53.0,54.31,71.78,87.68,36.62,57.49,75.35,4.47,17.5,60.4255,D
S7395,Ravi,Wilson,student6395@university.edu,Female,22,Engineering,60.0,45.19,58.17,96.61,96.35,55.75,61.52,33.57,0.05,16.6,63.493,D
S7396,Ravi,Williams,student6396@university.edu,Male,25,CS,83.76,75.53,73.96,85.27,67.87,95.3,26.43,90.63,1.26,13.7,72.5875,C
S7397,Sara,Taylor,student6397@university.edu,Female,21,Business,55.26,46.49,88.51,84.92,55.53,88.71,99.71,96.88,7.21,7.6,75.717,C
S7398,John,Anderson,student6398@university.edu,Female,21,Mathematics,83.85,64.0,82.55,77.94,98.92,14.64,25.69,88.63,5.92,2.0,70.0805,C
S7399,Zara,Garcia,student6399@university.edu,Male,25,CS,66.39,55.83,83.17,93.25,83.87,82.64,45.4,42.95,8.96,1.2,72.1025,C
S7400,Sara,Harris,student6400@university.edu,Female,25,Business,62.27,66.14,94.85,50.74,75.06,95.55,19.37,85.16,7.09,13.0,71.0795,C
S7401,Liam,Robinson,student6401@university.edu,Male,20,Mathematics,61.47,77.92,49.19,40.42,83.53,45.42,47.55,65.97,7.75,9.4,58.9775,F
S7402,Ali,Brown,student6402@university.edu,Male,23,Business,67.68,62.79,95.67,65.5,87.28,32.37,14.36,52.88,7.06,15.1,68.65,D
S7403,Omar,Brown,student6403@university.edu,Male,25,CS,96.6,70.28,95.06,81.69,75.01,83.03,14.02,41.05,7.52,18.3,73.4485,C
S7404,Ethan,Williams,student6404@university.edu,Male,23,Engineering,67.09,84.21,50.21,51.86,83.82,90.04,99.36,51.33,5.73,4.5,69.281,D
S7405,James,Wilson,student6405@university.edu,Female,19,Engineering,63.23,97.36,72.41,48.72,60.16,36.3,41.93,69.95,8.66,11.7,68.8925,D
S7406,Ravi,Davis,student6406@university.edu,Male,24,CS,56.74,91.59,82.01,58.23,50.68,82.7,51.25,76.1,3.61,4.6,74.368,C
S7407,Ali,Garcia,student6407@university.edu,Female,23,Engineering,56.68,82.66,56.78,73.09,87.8,54.45,72.57,35.09,2.16,2.6,69.1765,D
S7408,Ali,Martin,student6408@university.edu,Female,23,Business,52.76,96.42,52.52,85.77,91.38,51.25,36.91,39.38,9.64,3.6,70.087,C
S7409,Sara,Williams,student6409@university.edu,Female,21,Mathematics,54.07,78.33,32.3,98.79,99.36,79.48,81.27,54.89,9.23,1.7,68.8725,D
S7410,Lucas,Lewis,student6410@university.edu,Male,20,Business,91.3,89.95,60.06,79.11,56.27,57.38,98.03,85.17,2.66,12.5,74.9295,C
S7411,Ethan,Clark,student6411@university.edu,Male,24,Business,81.86,83.1,99.18,42.78,71.15,39.51,10.84,76.37,9.99,16.6,70.939,C
S7412,Ravi,Clark,student6412@university.edu,Female,21,Business,81.93,90.86,99.07,76.15,69.0,41.92,79.19,77.21,2.41,16.7,84.634,B
S7413,Lucas,Jones,student6413@university.edu,Male,22,CS,56.29,87.7,61.29,48.67,96.41,59.14,14.56,75.36,8.09,11.4,65.4345,D
S7414,Sara,Jackson,student6414@university.edu,Female,21,Mathematics,50.73,60.2,57.73,50.64,87.45,87.71,34.84,45.52,8.7,18.1,58.8555,F
S7415,Nora,Harris,student6415@university.edu,Male,23,CS,98.24,70.23,88.28,48.56,59.73,17.88,48.27,88.53,8.36,11.8,67.446,D
S7416,Ethan,Walker,student6416@university.edu,Male,23,Engineering,55.05,99.54,56.04,92.58,92.65,36.69,65.08,40.53,7.84,18.1,75.218,C
S7417,Ahmed,Jackson,student6417@university.edu,Male,22,CS,54.25,36.11,85.62,90.39,71.6,91.2,39.62,39.27,8.03,4.7,65.9175,D
S7418,Noah,Johnson,student6418@university.edu,Male,20,CS,55.59,30.69,62.82,41.93,47.29,89.76,77.93,82.47,3.44,14.4,53.9415,F
S7419,Maria,Smith,student6419@university.edu,Male,18,Mathematics,88.59,91.18,44.48,94.23,42.92,96.56,77.3,65.66,3.82,18.7,70.4065,C
S7420,John,Martinez,student6420@university.edu,Male,20,Engineering,56.9,75.72,98.83,97.46,54.98,53.97,47.82,42.04,0.24,2.0,78.2785,C
S7421,Sara,Jones,student6421@university.edu,Female,19,CS,66.18,62.63,42.79,52.95,76.24,44.04,42.46,92.65,4.0,14.3,55.1415,F
S7422,Fatima,Taylor,student6422@university.edu,Female,21,Engineering,93.65,89.59,97.5,94.5,48.49,76.22,12.75,66.84,0.67,12.8,79.0995,C
S7423,Ravi,Smith,student6423@university.edu,Male,23,CS,87.31,93.59,67.42,70.94,95.19,39.67,93.99,55.86,1.93,18.8,77.959,C
S7424,Ali,Jackson,student6424@university.edu,Male,18,CS,69.82,64.1,66.42,71.3,93.45,89.24,55.72,39.3,8.81,7.2,67.99,D
S7425,Ethan,Thomas,student6425@university.edu,Female,24,Engineering,59.86,48.65,57.63,93.44,99.58,51.42,52.39,90.15,7.73,14.3,65.743,D
S7426,Omar,White,student6426@university.edu,Female,18,Mathematics,53.05,35.26,51.21,51.95,58.2,62.65,47.79,44.83,1.53,10.6,47.9435,F
S7427,Ethan,Jackson,student6427@university.edu,Male,20,Mathematics,87.05,58.27,83.65,42.92,40.68,64.43,10.16,71.17,4.46,13.8,57.9645,F
S7428,Fatima,Walker,student6428@university.edu,Female,20,Mathematics,80.51,71.57,61.59,71.68,46.81,76.24,98.87,36.96,0.01,19.8,67.3495,D
S7429,Ali,Brown,student6429@university.edu,Female,22,CS,70.48,64.89,95.89,82.59,76.03,21.2,94.53,50.43,6.2,14.7,78.0155,C
S7430,Omar,Walker,student6430@university.edu,Female,22,Engineering,85.15,39.86,91.38,42.17,74.14,27.46,66.18,75.67,0.62,16.2,62.893,D
S7431,Sara,Lewis,student6431@university.edu,Male,19,Business,78.39,62.47,93.97,97.22,42.49,12.01,84.01,85.57,3.97,2.7,75.9205,C
S7432,Nora,Anderson,student6432@university.edu,Male,23,CS,89.65,79.86,93.4,46.37,97.9,38.96,31.66,83.36,8.3,16.4,74.0125,C
S7433,Sofia,Martin,student6433@university.edu,Female,19,CS,51.74,88.15,67.32,64.23,85.27,24.52,14.66,53.07,9.39,11.2,65.7405,D
S7434,Ethan,Johnson,student6434@university.edu,Male,19,Engineering,67.63,73.63,74.07,46.33,64.31,79.26,54.04,94.87,7.62,18.1,68.1195,D
S7435,James,Clark,student6435@university.edu,Male,20,Business,72.68,43.6,30.65,64.48,75.16,64.3,86.9,44.16,8.03,9.2,51.396,F
S7436,Aisha,Lewis,student6436@university.edu,Male,25,Engineering,71.86,59.62,75.19,82.63,80.03,74.75,16.32,39.56,8.39,8.3,65.207,D
S7437,Fatima,Martin,student6437@university.edu,Female,25,Mathematics,69.31,62.22,49.72,99.04,87.99,56.13,23.16,74.85,8.3,1.9,62.991,D
S7438,Liam,Smith,student6438@university.edu,Male,19,Engineering,59.52,62.58,40.53,65.21,63.47,70.66,88.07,99.18,8.23,7.9,61.2315,D
S7439,Emma,Harris,student6439@university.edu,Female,20,Mathematics,84.49,60.48,77.82,99.31,49.6,33.72,61.13,92.33,2.05,15.9,70.738,C
S7440,Aisha,Martin,student6440@university.edu,Female,18,Mathematics,70.12,79.39,98.3,60.63,72.34,16.88,84.62,47.53,2.3,11.6,77.3485,C
S7441,John,Thomas,student6441@university.edu,Male,20,Business,60.28,60.53,81.67,82.28,69.08,72.13,70.6,32.44,8.6,8.8,71.172,C
S7442,Emma,Martinez,student6442@university.edu,Female,19,Engineering,55.33,41.59,33.41,69.33,54.68,21.39,96.82,33.89,4.33,14.4,48.734,F
S7443,John,Garcia,student6443@university.edu,Male,24,Business,68.49,50.34,36.59,50.73,85.7,40.29,50.32,84.82,8.84,19.7,51.029,F
S7444,Sofia,Anderson,student6444@university.edu,Male,25,Business,51.49,43.1,86.02,68.97,72.68,69.85,20.91,70.22,1.46,18.8,63.289,D
S7445,Ravi,Wilson,student6445@university.edu,Male,20,Mathematics,79.03,99.26,41.32,56.6,84.27,50.69,71.66,83.14,1.08,2.9,67.9855,D
S7446,Zara,Clark,student6446@university.edu,Female,22,Engineering,73.92,42.3,71.24,96.64,57.98,40.78,32.77,59.73,8.75,11.8,60.5435,D
S7447,Omar,Thomas,student6447@university.edu,Male,21,Mathematics,83.64,68.99,31.96,66.43,62.11,82.02,39.9,39.38,0.37,13.2,53.071,F
S7448,Sara,Thomas,student6448@university.edu,Male,20,CS,55.4,45.42,61.77,55.57,60.33,24.63,90.99,55.2,1.07,8.0,57.345,F
S7449,Lucas,Thomas,student6449@university.edu,Female,24,CS,97.73,43.93,37.37,51.11,64.04,35.89,40.33,71.98,3.13,18.0,45.6905,F
S7450,Omar,Robinson,student6450@university.edu,Male,22,Business,53.77,69.4,75.63,99.15,90.95,67.53,14.19,53.79,4.31,8.2,71.4915,C
S7451,Emma,Garcia,student6451@university.edu,Female,20,Engineering,66.13,52.05,70.35,54.48,60.48,24.0,62.25,67.11,2.16,18.2,59.118,F
S7452,Aisha,Jackson,student6452@university.edu,Female,18,CS,95.55,48.42,58.84,59.61,48.29,45.88,28.82,68.19,2.59,4.0,52.113,F
S7453,Priya,Martinez,student6453@university.edu,Female,19,Mathematics,65.53,48.43,65.77,54.27,41.58,57.21,53.19,75.92,2.95,5.8,56.1125,F
S7454,Ethan,Garcia,student6454@university.edu,Male,25,Business,80.3,73.02,98.61,91.33,49.5,96.31,58.89,61.47,4.88,18.8,80.2655,B
S7455,Noah,White,student6455@university.edu,Male,20,Mathematics,71.91,30.23,38.03,69.65,68.37,91.15,46.63,89.47,2.89,16.8,49.945,F
S7456,Fatima,Thomas,student6456@university.edu,Female,23,Business,80.21,35.23,51.84,62.38,59.24,15.28,82.46,91.34,2.51,11.9,53.2175,F
S7457,Ravi,Johnson,student6457@university.edu,Female,22,Engineering,92.63,73.18,32.55,82.97,87.99,56.45,79.98,91.37,1.81,2.2,64.6935,D
S7458,Noah,Smith,student6458@university.edu,Male,23,Business,51.4,61.6,79.29,61.71,74.03,84.29,76.6,69.34,2.55,4.7,71.188,C
S7459,Maria,Johnson,student6459@university.edu,Female,19,Mathematics,67.53,65.46,46.62,76.79,83.32,28.2,14.31,84.81,9.6,9.4,57.283,F
